2.211224147,2.705224985
3.396827137,2.526634215
3.8687496,2.812888661
4.702365519,3.101168927
4.76393801,3.224590545
5.425793698,3.224590545
5.425793698,2.982471286
5.715604203,3.486365228
8.780167981,3.352924149
8.780167981,3.843667068
12.80396955,3.732792925
14.02467014,4.155698847
18.43048327,4.155698847
18.43048327,4.321089089
24.53751107,4.76393801
27.58531618,4.76393801
31.01168927,4.905439978
39.19406775,5.303667279
45.22381873,5.67854783
57.15604203,5.904545052
57.15604203,5.67854783
61.79601245,5.201177737
63.424914,6.321897609
84.4410592,6.768750009
96.17248711,6.383880455
112.4210035,6.768750009
128.0396955,7.835519515
179.5714494,8.723242909
215.443469,9.33983025
221.1224147,10
232.9333316,9.617248711
265.2948464,10
330.9588595,11.57602143
344.1304987,12.39425249
446.3931423,13.93374302
476.393801,14.77377653
751.1146189,19.41491946
833.4968345,18.67181091
1000,23.59833467
1682.630282,32.8813131
1772.505415,35.55064279
2018.760255,39.19406775
3309.588595,54.6120068
3672.584115,57.90443981
4522.381873,67.68750009
5018.396501,74.62448654
5568.813991,80.6825584
5866.263706,87.23242909
6100.612314,91.58824026
6681.265915,92.49147277
7609.496685,94.3140232
8895.134973,106.0287713
8895.134973,114.6362666
12313.89597,69.02128665
12803.96955,76.84103755
13487.87408,92.49147277
16182.27391,96.17248711
16394.16363,106.0287713
16394.16363,84.71612875
19414.91946,96.17248711
20991.0372,108.1180751
21826.44728,132.7031879
22695.10537,126.3848203
24537.51107,112.4210035
25184.30344,134.0042721
25848.14484,119.1986087
29439.23726,136.6448349
29439.23726,156.6445373
31011.68927,166.0882783
33529.24149,136.6448349
33529.24149,153.6174947
35320.15484,176.1013608
38187.47154,147.7377653
39194.06775,166.0882783
41287.55916,176.1013608
41287.55916,194.1491946
45815.97669,183.1099164
47023.65519,159.731228
47023.65519,201.8760255
51506.78076,172.6983291
52181.20745,240.6334137
53556.66918,222.5653883
54968.38715,214.0466694
56664.61877,258.1460241
57904.43981,214.0466694
59430.76211,240.6334137
59595.16594,283.7436702
61425.75039,298.0422049
62605.16572,194.1491946
62605.16572,235.9833467
62677.2734,280.5426487
62994.11829,268.0956314
64929.10835,258.1460241
66923.53549,276.3307237
67687.50009,205.8540056
68287.07349,261.0914978
68632.27693,286.9812157
69678.39298,300.3050441
71302.92479,205.8540056
71457.47349,275.2876604
72236.561,229.1761881
72546.65213,198.104967
74024.75869,289.1600761
74398.96716,306.0375913
75914.81384,262.0807719
79123.42619,222.5653883
81467.65551,286.9812157
82709.41268,279.4836867
84394.58108,263.0737944
88312.81284,307.197166
91025.51712,276.3307237
91296.04781,245.3751107
96217.06901,303.7315566
98673.75472,264.0705795
100177.773,308.3611342
103254.9332,282.6726253
103254.9332,338.9380885
107505.3456,313.0612775
111367.7391,366.9538078
116538.268,263.0737944
117127.3899,336.3841441
117719.4899,388.3719392
121335.4789,307.197166
124433.5066,358.7210158
132195.3607,375.3755457
134210.3265,321.4595709
135570.6709,401.8182986
136256.0051,438.3344379
140441.3802,357.3669545
147704.6442,467.4411015
153784.7959,354.6741461
153784.7959,418.8865701
161738.1468,507.9960661
169247.2491,433.3894185
208117.1036,462.1677186
229042.4555,564.739779
