87.43188498,7.045647936,,4.76E+00,,3.24E-01
114.7757313,6.905690832,,5.46E+00,,2.09E-01
123.9988347,7.650702334,,5.67E+00,,2.58E-01
144.8030494,8.305325416,,6.13E+00,,2.62E-01
177.4995354,9.203056532,,6.79E+00,,2.62E-01
189.9581319,9.588562712,,7.02E+00,,2.68E-01
219.7315276,9.889641008,,7.55E+00,,2.36E-01
285.4282243,11.7734674,,8.61E+00,,2.69E-01
333.3454452,12.5219193,,9.30E+00,,2.57E-01
378.0747972,13.73257289,,9.91E+00,,2.78E-01
530.8766089,15.85595954,,1.17E+01,,2.60E-01
614.0578993,16.52205105,,1.26E+01,,2.36E-01
829.225487,19.87271657,,1.47E+01,,2.62E-01
931.3602721,22.01792644,,1.56E+01,,2.94E-01
1233.349051,27.30803454,,2.45E+01,,1.04E-01
2022.463643,33.87988998,,3.29E+01,,2.81E-02
2293.250035,39.50840558,,3.55E+01,,1.01E-01
3870.887172,51.59194338,,4.86E+01,,5.78E-02
4061.461993,58.33727541,,5.00E+01,,1.42E-01
7338.307911,75.41154972,,7.13E+01,,5.39E-02
9346.503836,95.45874543,,8.25E+01,,1.36E-01
14320.08952,116.020486,,1.07E+02,,8.15E-02
18427.31927,128.5705114,,1.24E+02,,3.58E-02
21723.4666,148.4121547,,1.37E+02,,7.80E-02
44941.90619,221.447377,,2.12E+02,,4.42E-02
57787.02887,295.0371686,,2.46E+02,,1.66E-01
131743.0763,444.8204322,,4.04E+02,,9.28E-02
159956.8863,473.1253809,,4.53E+02,,4.18E-02
211803.792,598.9341921,,6.40E+02,,6.85E-02
272587.8016,643.6541117,,7.91E+02,,2.29E-01
,,,,,
,,,,,1.71E-01
