1.59056931,1.203494265
1.919145363,1.300591457
2.087076172,1.308146592
2.501357818,1.376833494
2.793759375,1.508897587
3.078903598,1.578953191
3.370659262,1.619875956
3.713929803,1.661753569
4.172363917,1.715708208
7.142457871,2.165930997
9.741020038,2.337847997
10.798819,2.320059405
10.5338664,2.545997371
11.30501097,2.477732233
14.36823398,2.784706049
18.37336835,3.02762665
23.20334118,3.42554618
28.93345982,3.954005327
31.66016709,3.872804885
32.73066765,4.275732751
41.29569251,4.409504459
43.23727509,4.771938138
53.18081457,5.088139319
64.59932918,5.645829126
71.59006267,5.420460463
74.02572318,6.104438828
88.18538438,6.685711888
97.78149934,6.767918527
108.4071522,6.761029537
117.2306857,7.362995135
151.9571127,8.552064257
170.5638877,8.1016666
191.8124751,9.237922743
170.8992726,9.816254077
212.7426684,9.602433258
232.9336327,9.982597363
258.4208944,10.65491606
284.6229757,10.50474788
284.8930204,11.52481353
339.2954926,12.29238947
401.4080137,12.85410163
445.4501782,14.08794716
554.8534476,14.62706229
665.3064567,16.12524254
683.335375,17.68658383
792.8886496,18.3762727
873.9921839,19.61514614
957.2002843,20.93887346
